0	110	109
1	108	120
2	102	132
3	112	144
4	125	158
5	125	173
6	121	190
7	123	207
8	123	226
9	111	247
10	120	269
11	129	293
12	135	319
13	133	346
14	128	375
15	125	405
16	127	438
17	125	472
18	116	507
19	123	544
20	115	582
21	105	622
22	105	662
23	108	703
24	98	744
25	94	785
26	90	825
27	87	865
28	83	903
29	77	939
30	84	973
31	75	1004
32	68	1032
33	71	1056
34	66	1076
35	62	1092
36	59	1103
37	59	1110
38	52	1112
39	51	1110
40	52	1103
41	45	1091
42	43	1076
43	46	1056
44	49	1033
45	41	1007
46	32	979
47	28	948
48	26	915
49	22	880
50	22	844
51	21	808
52	18	771
53	16	734
54	13	697
55	13	661
56	12	625
57	11	590
58	12	556
59	10	523
60	10	491
61	11	461
62	7	432
63	7	404
64	7	377
65	7	352
66	5	329
67	5	306
68	6	285
69	9	265
70	7	246
71	6	229
72	5	212
73	4	197
74	5	182
75	4	169
76	3	157
77	2	145
78	2	134
79	1	124
80	2	115
81	2	106
82	1	98
83	1	90
84	1	83
85	2	77
86	2	71
87	1	66
88	1	61
89	1	56
90	2	51
91	0	47
